03M417,Frank McCourt High School,10024,MANHATTAN
03M402,The Urban Assembly School for Green Careers,10024,MANHATTAN
10X442,"Celia Cruz Bronx High School of Music, The",10468,BRONX    
10X353,World View High School,10468,BRONX    
10X433,High School for Teaching and the Professions,10468,BRONX    
10X445,Bronx High School of Science,10468,BRONX    
10X237,"The Marie Curie School for Medicine, Nursing, and Health Professions",10463,BRONX    
10X351,Bronx Collaborative High School,10468,BRONX    
10X342,International School for Liberal Arts,10468,BRONX    
10X440,DeWitt Clinton High School,10468,BRONX    
10X696,High School of American Studies at Lehman College,10468,BRONX    
10X549,Discovery High School,10468,BRONX    
10X268,Kingsbridge International High School,10468,BRONX    
06M348,Washington Heights Expeditionary Learning School (WHEELS),10033,MANHATTAN
06M462,The College Academy,10040,MANHATTAN
06M468,High School for Health Careers and Sciences,10040,MANHATTAN
06M467,High School for Law and Public Service,10040,MANHATTAN
06M463,High School for Media and Communications,10040,MANHATTAN
06M293,City College Academy of the Arts,10040,MANHATTAN
06M346,Community Health Academy of the Heights,10032,MANHATTAN
06M552,Gregorio Luperon High School for Science and Mathematics,10032,
21K344,Rachel Carson High School for Coastal Studies,11224,BROOKLYN 
21K410,Abraham Lincoln High School,11235,BROOKLYN 
07X427,Community School for Social Justice,10451,BRONX    
09X327,Comprehensive Model School Project M.S. 327,10452,BRONX    
07X670,Health Opportunities High School,10451,BRONX    
12X478,The Cinema School,10472,BRONX    
12X550,High School of World Cultures,10472,BRONX    
12X242,Mott Hall V,10472,BRONX    
12X388,Pan American International High School at Monroe,10472,BRONX    
12X692,Monroe Academy for Visual Arts & Design,10472,BRONX    
12X521,The Metropolitan Soundview High School,10472,BRONX    
02M534,Harvest Collegiate High School,10011,MANHATTAN
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,10466,BRONX    
11X513,New World High School,10466,BRONX    
11X545,Bronx Aerospace High School,10467,BRONX    
11X253,Bronx High School for Writing and Communication Arts,10467,BRONX    
11X514,The Bronxwood Preparatory Academy,10466,BRONX    
11X290,Bronx Academy of Health Careers,10467,BRONX    
11X275,High School of Computers and Technology,10467,BRONX    
11X544,High School for Contemporary Arts,10467,BRONX    
11X265,Bronx Lab School,10467,BRONX    
14K558,Williamsburg High School for Architecture and Design,11211,BROOKLYN 
14K561,Williamsburg Preparatory School,11211,BROOKLYN 
14K071,Juan Morel Campos Secondary School,11206,BROOKLYN 
14K488,Brooklyn Preparatory High School,11211,BROOKLYN 
14K632,Greenpoint Art and Technical High School (Frances Perkins Academy),11222,BROOKLYN 
14K610,Automotive High School,11222,BROOKLYN 
14K685,El Puente Academy for Peace and Justice,11211,BROOKLYN 
22K555,Brooklyn College Academy,11218,BROOKLYN 
02M655,Life Sciences Secondary School,10128,MANHATTAN
